Relative Time (s),Velocity (m/s),Average Power ((m/s)^2/Hz),Weighted Frequency (Hz),Dominant Frequency (Hz)
2318.490566037736,-7.291940743086079e-13,3.5956573878357314e-20,0.848757957322731,0.0
2352.301886792453,-2.3328449962709414e-12,3.4534376006428216e-20,0.8431851326221627,0.0
2386.1132075471696,1.7668516970427726e-12,2.8539920881028386e-20,0.8475940414264628,0.0
2419.9245283018868,9.156841418541634e-13,4.608213955816762e-20,0.8288962436262111,0.0
2453.735849056604,2.097627058178276e-13,2.2842334214350583e-20,0.7656670028335246,0.0
2487.5471698113206,8.247500663122796e-13,2.908486017647901e-20,0.8230761772666136,0.0
2521.3584905660377,-3.824969324707781e-12,2.8315733663634825e-20,0.8222678693938898,0.0
2555.169811320755,7.166374762292806e-13,3.3706387267505976e-20,0.8828923062312203,0.0
2588.9811320754716,3.2269452860841315e-12,2.5187911135559062e-20,0.799229604201673,0.0
2622.7924528301887,-3.064965840070578e-12,3.7837888309754626e-20,0.8087153308042707,0.0
2656.603773584906,-1.9467172925220764e-13,2.3691134766590732e-20,0.8356736869596937,0.0
2690.4150943396226,2.8100081055262303e-12,2.1562822494163026e-20,0.8234291432394713,0.0
2724.2264150943397,-1.0438785597848792e-12,2.2798773547566016e-20,0.8160125583434364,0.0
2758.0377358490564,-2.3912938562963714e-12,2.5407382664574414e-20,0.8294676469196481,0.0
2791.8490566037735,4.516934750738294e-12,2.3838860469160627e-20,0.8117332435824556,0.0
2825.6603773584907,4.658184672335187e-13,4.276734320193977e-20,0.8325482065118557,0.0
2859.4716981132074,-3.456091665056342e-12,2.2810866840160245e-20,0.8487355887894193,0.0
2893.2830188679245,-1.2398202290123638e-12,2.1446070776045696e-20,0.8146478661323062,0.0
2927.0943396226417,2.4207825889704117e-12,2.2568584987947043e-20,0.8383705452565464,0.0
2960.9056603773583,-1.837220060353645e-13,2.809607396353168e-20,0.8208714191977409,0.0
2994.7169811320755,-3.0280340796549507e-13,2.911926140596013e-20,0.833813886503856,0.0
3028.5283018867926,-1.4667931817677063e-12,2.559254634665914e-20,0.8513364394025927,0.0
3062.3396226415093,1.6939300609964658e-12,2.6767985810159293e-20,0.8536036489065104,0.0
3096.1509433962265,1.7936545834107205e-12,3.582411402608825e-20,0.8439180879762934,0.0
3129.9622641509436,-2.2207156962964493e-12,2.3801820843623728e-20,0.8609615986026881,0.0
3163.7735849056603,-9.324340626876444e-13,3.1855385673467795e-20,0.8307915773266376,0.0
3197.5849056603774,7.247240011525336e-13,2.453201660765614e-20,0.8335659196860253,0.0
3231.396226415094,-5.275191301389498e-13,3.368654934262001e-20,0.7953767712385417,0.0
3265.2075471698113,-8.025037711751628e-13,2.5571169391011244e-20,0.8093346329833264,0.0
3299.0188679245284,7.034654402867714e-13,2.467903884780698e-20,0.8289187294617734,0.0
3332.830188679245,4.621565894793653e-13,1.819835181752019e-20,0.8302020716936327,0.0
3366.6415094339623,7.943809738229706e-13,2.1033661333308675e-20,0.84854090701931,0.0
3400.4528301886794,4.131431218882161e-13,3.179224946736238e-20,0.8523865565483238,0.0
3434.264150943396,-1.7119056175522385e-12,2.631921534320132e-20,0.8453615899025322,0.0
3468.0754716981132,-1.0430940080802553e-12,2.7670691380520684e-20,0.8078689728942985,0.0
3501.8867924528304,1.9171680719168916e-12,1.8548088206266778e-20,0.7849595999985975,0.0
3535.698113207547,8.799184057826573e-13,2.6712364456056243e-20,0.8372186144771174,0.0
3569.509433962264,2.734229676660853e-13,1.9328818922288852e-20,0.8430348946290032,0.0
3603.3207547169814,-2.9602095919510768e-12,3.015829506628952e-20,0.8555678076419809,0.0
3637.132075471698,1.8034681608138246e-12,1.8380415799949937e-20,0.7872293800593422,0.0
3670.943396226415,1.2774243122825437e-12,2.1881584149218342e-20,0.8216943706814637,0.0
3704.754716981132,-3.656407291423527e-12,2.4747303508472583e-20,0.7877842464423707,0.0
3738.566037735849,3.534108076717577e-12,2.507863794455368e-20,0.8328400529404162,0.0
3772.377358490566,-2.2153626994451766e-12,1.6344320911770158e-20,0.8277177479641877,0.0
3806.188679245283,1.965260248834066e-12,2.1091727883252e-20,0.8395192443158701,0.0
3840.0,-1.471551671596616e-12,1.998837754730284e-20,0.8283439812860637,0.0
3873.811320754717,8.031641763398883e-14,2.822438613629169e-20,0.8146910676086438,0.0
3907.622641509434,1.9168307105878036e-12,4.297329041359746e-20,0.8382254126169512,0.0
3941.433962264151,-1.6029870730298583e-12,2.696389949918162e-20,0.8343232088172677,0.0
3975.245283018868,-2.0227002527318056e-13,1.7723726300613265e-20,0.8356562978649754,0.0
4009.056603773585,1.2968249072337166e-12,3.7820683700008356e-20,0.8619870479175195,0.0
4042.867924528302,-3.0270036229888226e-12,3.1431777510329715e-20,0.880059218188201,0.0
4076.6792452830186,3.5319637175996024e-12,2.6783999367877507e-20,0.8441032661098816,0.0
4110.490566037736,-1.954999701036203e-12,2.659298806863411e-20,0.8516418876455283,0.0
4144.301886792453,1.068395620636496e-12,2.406032289890322e-20,0.8670867007661665,0.0
4178.11320754717,-1.924038855298821e-12,3.247596011141003e-20,0.8449231441768921,0.0
4211.924528301887,-1.7612243291643198e-13,2.871223612229857e-20,0.8210530530767515,0.0
4245.735849056604,1.985413459841795e-12,2.6537489320757632e-20,0.8219365839736984,0.0
4279.547169811321,-2.643717909651996e-12,3.009729563671362e-20,0.8396911515657418,0.0
4313.358490566037,4.7064586114865944e-12,2.7469383111246095e-20,0.8106609880148584,0.0
4347.169811320755,-3.675362993479023e-12,3.312093009337392e-20,0.8438205770252282,0.0
4380.981132075472,3.483122323501559e-12,3.2235275356185604e-20,0.8410899250963955,0.0
4414.792452830188,-1.0106638977794677e-12,2.2742071253030977e-20,0.8213199782528425,0.0
4448.603773584906,8.048686353675113e-13,2.872901283686972e-20,0.831367333293201,0.0
4482.415094339623,-2.773505975179962e-12,2.3664944892824817e-20,0.8566559029617705,0.0
4516.226415094339,1.2461499916167904e-12,2.6693339091022806e-20,0.82194148174615,0.0
4550.037735849057,-5.116531924553387e-13,1.885414196010387e-20,0.8135315123676069,0.0
4583.8490566037735,1.5602157615452354e-12,2.119417649237167e-20,0.8030147992628165,0.0
4617.66037735849,-1.0895955344028562e-12,2.28081995683199e-20,0.825941943259822,0.0
4651.471698113208,-5.139732679152557e-13,2.6821766401809385e-20,0.8501189158122462,0.0
4685.2830188679245,-2.2985871877729694e-12,2.6185545565013013e-20,0.8743504839265556,0.0
4719.094339622641,5.386028700554052e-13,3.575031077067457e-20,0.8232375449480688,0.0
4752.905660377359,5.737235332300479e-13,2.0019375936470413e-20,0.8580847913821388,0.0
4786.7169811320755,1.4712056823496192e-12,3.424551471619202e-20,0.8248773130925254,0.0
4820.528301886792,-1.9497171472068601e-13,3.0228768980046015e-20,0.8635451369021674,0.0
4854.33962264151,-2.809311972579296e-13,2.665996326191815e-20,0.817001401339153,0.0
4888.1509433962265,-7.413279920048181e-13,2.657910959701453e-20,0.8514395525815082,0.0
4921.962264150943,-4.971836559738156e-14,3.366235791829156e-20,0.8021002296637971,0.0
4955.773584905661,1.4449083803351445e-12,3.040723906411908e-20,0.8531177176742895,0.0
4989.584905660377,-9.753071897613817e-13,3.229116799644439e-20,0.840356516769316,0.0
5023.396226415094,7.29543335729572e-13,2.289805842383066e-20,0.8392529305481004,0.0
5057.207547169812,-5.439449501540692e-13,3.068403709394467e-20,0.8510013100432657,0.0
5091.018867924528,1.2818465092835137e-12,2.4623225847105027e-20,0.808553760752177,0.0
5124.830188679245,-1.7065956005265864e-12,1.847671203644269e-20,0.8342985131392794,0.0
5158.641509433963,1.8018747225802146e-12,2.638147612177429e-20,0.8337707425377351,0.0
5192.452830188679,3.527376260406502e-13,2.9292286410699705e-20,0.8472466715440073,0.0
5226.264150943396,-1.1014060322320247e-12,2.2247650180525662e-20,0.8336987984319117,0.0
5260.075471698113,-1.6740630613194856e-12,3.4261090962960405e-20,0.8828476918635861,0.0
5293.88679245283,2.493360780344589e-12,3.849002383653676e-20,0.7868835926922775,0.0
5327.698113207547,-1.8318362270630824e-12,2.674836649835734e-20,0.8288686225121262,0.0
5361.509433962264,2.9468774753759106e-12,2.7044630820167873e-20,0.8088121731744137,0.0
5395.320754716981,-3.089074774903544e-12,1.157654181752367e-20,0.8270915341368055,0.0
5429.132075471698,1.1516898673038106e-12,1.9947707760270763e-20,0.8247559580544211,0.0
5462.943396226415,-1.105207703175292e-12,1.2501122875903391e-20,0.8189901333052648,0.0
5496.754716981132,-7.400304397528538e-13,1.8681887231226443e-20,0.8182131197358129,0.0
5530.566037735849,-5.626795066996101e-13,3.416226401253976e-20,0.8529334946158975,0.0
5564.377358490566,2.345048789399833e-12,3.033377419691328e-20,0.8711574354367904,0.0
5598.188679245283,1.6017645498176647e-12,2.1587267517865408e-20,0.7839466334641081,0.0
5632.0,-1.095355284073273e-12,1.7732180934763874e-20,0.7788113587935548,0.0
5665.811320754717,-6.114709262372076e-13,2.123940242950205e-20,0.8183734857428814,0.0
5699.622641509434,-1.796687848268469e-12,2.517512331455051e-20,0.8005084397699062,0.0
5733.433962264151,4.896610973437687e-12,2.6609624292919262e-20,0.8521057825469295,0.0
5767.245283018868,-3.2145833368642977e-12,1.4613231395703304e-20,0.8149361525972808,0.0
5801.056603773585,-4.1110703766514856e-13,2.7472691312655985e-20,0.8540604785911509,0.0
5834.867924528302,-3.358070209639265e-13,2.343128300316668e-20,0.8367906064792342,0.0
5868.679245283019,9.843417912472496e-13,2.704690656837942e-20,0.8209645310314573,0.0
5902.490566037736,1.226957579883726e-12,2.875683653179609e-20,0.8689009521657973,0.0
5936.301886792453,-1.9049919544886724e-12,1.6307530943458924e-20,0.8451481089886974,0.0
5970.11320754717,4.549980144724173e-13,2.5599981557296626e-20,0.8250114731796321,0.0
6003.924528301887,-1.2386848902053337e-12,1.9192380325986682e-20,0.8468455348215874,0.0
6037.735849056604,-2.7732758325018973e-13,2.936554903164255e-20,0.8292671626684264,0.0
6071.547169811321,2.9909291575561293e-12,2.852036867993719e-20,0.8824787682898899,0.0
6105.358490566037,6.655026145793404e-13,3.498251476329898e-20,0.8280279631605562,0.0
6139.169811320755,-3.2335862288737026e-12,3.851156759025688e-20,0.808411945752245,0.0
6172.981132075472,3.238576094857746e-13,2.816864472591786e-20,0.8186355813094792,0.0
6206.792452830188,-8.094649814545323e-13,2.2818348969163876e-20,0.7877089140674056,0.0
6240.603773584906,3.7252485496913535e-13,2.9718454586333404e-20,0.8176102826116823,0.0
6274.415094339623,1.5652365678292863e-12,3.2443679844334e-20,0.8466793929811876,0.0
6308.226415094339,-1.373719230335381e-12,2.657940823834257e-20,0.8030816158030079,0.0
6342.037735849057,1.078051600849957e-12,3.964209927128263e-20,0.879667814883965,0.0
6375.8490566037735,1.2171940573925993e-12,3.268217537434912e-20,0.8362900814584152,0.0
6409.66037735849,-3.2956336515629075e-12,3.6791031665673035e-20,0.8514715545891458,0.0
6443.471698113208,2.7008581941700206e-12,3.912909335084478e-20,0.8022489471871831,0.0
6477.2830188679245,-3.363953235811263e-13,1.7228809840412897e-20,0.7925484324675311,0.0
6511.094339622641,1.8413617842909596e-13,3.000921909461526e-20,0.8355296425718585,0.0
6544.905660377359,8.210178513798087e-13,2.9467396366041217e-20,0.8307298211659074,0.0
6578.7169811320755,5.642491356538663e-13,1.8253351478677873e-20,0.8194905756371658,0.0
6612.528301886792,-1.858663227741875e-12,1.784763420653546e-20,0.7860269429151081,0.0
6646.33962264151,1.2140284418897432e-12,3.471493632858879e-20,0.8689931724278602,0.0
6680.1509433962265,-3.359408615067936e-12,2.7836507176954084e-20,0.8250185508464914,0.0
6713.962264150943,1.99809214534443e-12,2.87975429931138e-20,0.8258905098503355,0.0
6747.773584905661,1.2116092502023833e-12,2.1523376903852495e-20,0.8192893880344914,0.0
6781.584905660377,-3.262707781727282e-12,4.365187596187861e-20,0.8415474440144614,0.0
6815.396226415094,1.967734093280455e-12,3.1516318985242405e-20,0.8588989099674116,0.0
6849.207547169812,8.260593413489336e-13,2.6845819547105405e-20,0.8464383205892344,0.0
6883.018867924528,-1.3893363232846069e-12,2.392870445796411e-20,0.8444253147302974,0.0
6916.830188679245,2.3728685465867666e-12,1.5467855125104592e-20,0.8448970619749985,0.0
6950.641509433963,-1.969681118159517e-12,3.960744901085504e-20,0.8553058005196926,0.0
6984.452830188679,6.232239870390936e-13,2.6517254095445258e-20,0.8093819315169098,0.0
7018.264150943396,-7.532292950742548e-13,3.439919070934273e-20,0.8674220755920065,0.0
7052.075471698113,-9.829393095596476e-13,1.992056785440145e-20,0.8162816070286283,0.0
7085.88679245283,3.338371499549511e-12,2.2155146772147854e-20,0.8439295314325472,0.0
7119.698113207547,-1.897911406052396e-13,2.5712550684695785e-20,0.8058333517316996,0.0
7153.509433962264,-1.6474362337517996e-12,2.6793747025336738e-20,0.8217162258259753,0.0
7187.320754716981,-1.742243490901446e-12,3.557774958218339e-20,0.8419897340200743,0.0
7221.132075471698,2.1235074158172607e-12,2.2921052442209123e-20,0.7912924069777052,0.0
7254.943396226415,5.371441690069393e-13,2.9881907260979733e-20,0.8182040357428968,0.0
7288.754716981132,-1.1011565864037865e-12,2.462242398030392e-20,0.84428091999736,0.0
7322.566037735849,2.6890312889559044e-12,2.051759457303152e-20,0.7909203744611366,0.0
7356.377358490566,-1.103617030565727e-12,3.4194129299504756e-20,0.8254669672825212,0.0
7390.188679245283,-1.039687392555527e-12,1.6822445252988172e-20,0.7739555342894158,0.0
7424.0,-8.657617408756143e-14,3.0537732722093173e-20,0.8447138489764886,0.0
7457.811320754717,1.1615622371342654e-12,2.5318018853428808e-20,0.8086034623133811,0.0
7491.622641509434,-3.5966444546210546e-12,3.029281971596149e-20,0.814705939348401,0.0
7525.433962264151,2.7447756626430847e-12,3.3871740083191875e-20,0.8552562526728245,0.0
7559.245283018868,-3.613018952447443e-13,3.2293855137221825e-20,0.8415160078433633,0.0
7593.056603773585,8.975118252947181e-13,2.7876153369825357e-20,0.8520526105428446,0.0
7626.867924528302,-1.4394700860979032e-12,2.6283482763853948e-20,0.8090979685538023,0.0
7660.679245283019,-7.638461104650825e-13,3.600619608662196e-20,0.8510234700352801,0.0
7694.490566037736,1.209772507550414e-12,3.4066115612198154e-20,0.8513230347984012,0.0
7728.301886792453,-1.0629352714778668e-12,3.458087320831941e-20,0.8441197811771761,0.0
7762.11320754717,1.9640062265590227e-12,2.3075666551732452e-20,0.7870310378624287,0.0
7795.924528301887,2.8470455018147596e-13,2.1726150478145745e-20,0.8070299157044148,0.0
7829.735849056604,3.4026673104983583e-13,3.1049226739594476e-20,0.8317315031582664,0.0
7863.547169811321,-1.9323740598795533e-12,2.5306175524210067e-20,0.8070191533615689,0.0
7897.358490566037,-1.0623215720953672e-12,2.1890808130028054e-20,0.8331686009996392,0.0
7931.169811320755,-1.358886277338939e-12,3.030346605555896e-20,0.8325859019459425,0.0
7964.981132075472,2.3636172073228155e-12,2.576245342314125e-20,0.8631088243705629,0.0
7998.792452830188,1.8804867161479714e-12,2.451125274333233e-20,0.832610806984662,0.0
8032.603773584906,-2.1178688811257413e-12,1.9486173410914224e-20,0.8650338770252719,0.0
8066.415094339623,1.6214997966899705e-12,2.48511061481508e-20,0.8542423215256868,0.0
8100.226415094339,3.562135475080744e-13,1.9331569594046298e-20,0.8258201241641866,0.0
8134.037735849057,-2.2766404648267405e-12,2.6849177968891113e-20,0.8483900584299212,0.0
8167.8490566037735,2.0814446888770646e-12,2.2424642390882378e-20,0.8620006970670941,0.0
8201.66037735849,-1.7270293702352214e-12,2.52807534856344e-20,0.8264101523185923,0.0
8235.471698113208,4.254068466366955e-13,2.5311452721550036e-20,0.8369723886095591,0.0
8269.283018867925,7.165042026903879e-13,2.977504025795167e-20,0.8394705660857703,0.0
8303.094339622641,-1.2940236911222002e-12,2.8933767716737927e-20,0.8354514935622911,0.0
8336.905660377359,-7.874410689304595e-13,3.7182015832749726e-20,0.8590963635715098,0.0
8370.716981132075,-7.543181580899308e-13,3.166038909591139e-20,0.8349826900830286,0.0
8404.528301886792,4.4023041222441875e-12,2.709922579609357e-20,0.8409396790902592,0.0
8438.33962264151,-1.714330131016281e-12,2.0080503599419425e-20,0.8369316294783758,0.0
8472.150943396226,1.9736079617908083e-12,1.7732712099086424e-20,0.8195208922377748,0.0
8505.962264150943,-2.7661685571377743e-12,3.5371122506612934e-20,0.8311516087009205,0.0
8539.77358490566,9.852335819783129e-14,2.903214038093157e-20,0.8251215482554188,0.0
8573.584905660377,1.4759756796079444e-12,2.7123533998392734e-20,0.8115862632557598,0.0
8607.396226415094,-3.7691834003040277e-13,2.2594137617895418e-20,0.8591322419092013,0.0
8641.207547169812,1.2555179958957876e-12,3.288723694685435e-20,0.8580194148020314,0.0
8675.018867924528,-2.808330711959727e-12,2.269651900633158e-20,0.7901935171846276,0.0
8708.830188679245,2.004954821708766e-12,2.3331088924166514e-20,0.8520936276919868,0.0
8742.641509433963,-1.221623939506057e-12,3.294143004818044e-20,0.8234268129128804,0.0
8776.452830188678,-5.797560109972563e-13,2.5147815935832534e-20,0.842160112956203,0.0
8810.264150943396,2.348804083366413e-12,3.6165218707940266e-20,0.8428327960141313,0.0
8844.075471698114,-2.7441374429694367e-12,2.3975459187554506e-20,0.8597084904540825,0.0
8877.88679245283,1.2725014753912206e-12,3.1170550474448384e-20,0.791914978296442,0.0
8911.698113207547,1.9411131268792842e-13,2.5921652568096608e-20,0.8493750508519854,0.0
8945.509433962265,-3.6112665660919034e-13,2.6348659526441023e-20,0.8485066298007168,0.0
8979.32075471698,-1.0520860079088699e-12,3.294046877037341e-20,0.8510720524284204,0.0
9013.132075471698,7.952011498423573e-13,2.5471656635971342e-20,0.7964976287603692,0.0
9046.943396226416,-1.0518392649976895e-12,1.8212410594084367e-20,0.8368853317751446,0.0
9080.754716981131,1.2019986822753188e-12,3.2848282625518634e-20,0.860010210702965,0.0
9114.566037735849,2.649113370381636e-13,2.7408318890552864e-20,0.8326875604147486,0.0
9148.377358490567,-1.3801049930639538e-12,2.2393378206222006e-20,0.8823892193432004,0.0
9182.188679245282,2.5617834517757257e-12,2.986122940790245e-20,0.797441186188398,0.0
9216.0,2.995967334739628e-13,3.119647451888577e-20,0.811590260691933,0.0
9249.811320754718,-5.692265473178878e-13,2.5527160247823783e-20,0.7954690534787323,0.0
9283.622641509433,-1.0697203694636665e-12,1.3081115166328081e-20,0.8353569325380752,0.0
9317.433962264151,-3.517191470876946e-13,2.6913139252297118e-20,0.8526044229175274,0.0
9351.245283018869,2.1031105577511527e-12,3.792084137349079e-20,0.849927409280954,0.0
9385.056603773584,-3.9832852088098294e-13,2.5769574926731756e-20,0.8447996973610375,0.0
9418.867924528302,-1.8018013355803768e-12,2.357484180107025e-20,0.7854825653986334,0.0
9452.67924528302,2.2456458415765446e-12,2.4538491435667953e-20,0.8258890321603053,0.0
9486.490566037735,-6.612500284735014e-13,3.083688439235796e-20,0.8537470069976345,0.0
9520.301886792453,-1.1446596591054482e-12,1.7994238251888128e-20,0.8052551008624678,0.0
9554.11320754717,-4.484454620664129e-14,1.585859712080575e-20,0.810923648914529,0.0
9587.924528301886,4.712620892013021e-13,2.35429456272293e-20,0.8432624969297191,0.0
9621.735849056604,-1.98434319027175e-12,2.2785891537640186e-20,0.8222669807807368,0.0
9655.547169811322,1.6223769106867565e-12,2.9919765897513867e-20,0.834610559599541,0.0
9689.358490566037,1.364770576191655e-12,3.343428396490406e-20,0.8024061582563196,0.0
9723.169811320755,-2.8218487754667853e-13,3.249585689571603e-20,0.8403815905156046,0.0
9756.981132075472,-1.846927530474141e-12,3.243557820909839e-20,0.8707166437298409,0.0
9790.792452830188,1.1347743143019058e-12,3.409353512747812e-20,0.8823587596679382,0.0
9824.603773584906,1.0708069487005215e-12,2.3022161137991937e-20,0.8287903785303147,0.0
9858.415094339623,-2.153367849342005e-12,2.5846013823947463e-20,0.8295780192916942,0.0
9892.22641509434,2.958151434852992e-12,3.5074527224256554e-20,0.8466619674115231,0.0
9926.037735849057,-1.7328685338931216e-12,3.5000497718826713e-20,0.863668743841713,0.0
9959.849056603774,-1.0743668167690644e-12,2.1324807453541058e-20,0.8346334021926511,0.0
9993.66037735849,-1.9735072454870817e-12,2.8034990688369366e-20,0.8359990853282936,0.0
10027.471698113208,2.039595496478534e-12,2.5410548319020507e-20,0.8303458981997058,0.0
10061.283018867925,6.800535735022885e-13,3.5026860223588665e-20,0.8047248630195653,0.0
10095.094339622641,-9.408798649778315e-14,2.870133996512093e-20,0.8616175786126342,0.0
10128.905660377359,-9.911999984808245e-13,3.7229311866594476e-20,0.8958270759359758,0.0
10162.716981132075,1.9453099559164193e-12,2.4520149156491028e-20,0.8591808111676634,0.0
10196.528301886792,6.535416905834491e-13,1.913100103697375e-20,0.8337344302301237,0.0
10230.33962264151,-2.9734093702333988e-12,3.022096403834448e-20,0.8176337253702449,0.0
10264.150943396226,3.623846448804925e-12,2.1940692292130626e-20,0.7509061322456789,0.0
10297.962264150943,-3.356385683094403e-12,1.5126280725441145e-20,0.8171773080786955,0.0
10331.77358490566,2.442708800273969e-12,3.741865746190942e-20,0.8153459148880519,0.0
10365.584905660377,-1.563421952208002e-12,3.1038562778517956e-20,0.8595618466791255,0.0
10399.396226415094,4.2091975556456366e-14,1.3468744188816909e-20,0.7875026753785769,0.0
10433.207547169812,7.829916244585606e-13,2.5786585324202574e-20,0.8659395746372834,0.0
10467.018867924528,4.4384953826298885e-13,2.8609822356398367e-20,0.8333001654500787,0.0
10500.830188679245,-9.027688269548872e-13,2.188104883518031e-20,0.8359412887453916,0.0
